Electronic Nose Data Export
Sample Name,final30-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T10:53:52.480802
Mode,Auto FSM
Number of Points,7234

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
49.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
50.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
50.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
50.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
50.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
51.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
51.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
51.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
51.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
52.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
52.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
52.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
52.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
53.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
53.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
53.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
53.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
54.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
54.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
54.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
54.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
55.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
55.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
55.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
55.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
56.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
56.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
56.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
56.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
57.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
57.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
57.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
57.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
58.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
58.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
58.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
58.750,0.86,0.81,0.14,0.06,2.58,1.70,0.74
59.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
59.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
59.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
59.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
60.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
60.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
60.500,0.86,0.81,0.14,0.05,2.58,1.70,0.74
60.750,0.86,0.81,0.14,0.06,2.58,1.70,0.74
61.000,0.86,0.81,0.14,0.05,2.58,1.70,0.74
61.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
61.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
61.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
62.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
62.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
62.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
62.750,0.86,0.81,0.14,0.05,2.58,1.70,0.74
63.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
63.250,0.87,0.81,0.14,0.06,2.58,1.70,0.74
63.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
63.750,0.86,0.81,0.14,0.06,2.58,1.70,0.74
64.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
64.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
64.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
64.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
65.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
65.250,0.87,0.81,0.14,0.06,2.58,1.70,0.74
65.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
65.750,0.86,0.82,0.14,0.06,2.58,1.70,0.74
66.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
66.250,0.86,0.81,0.14,0.05,2.58,1.70,0.74
66.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
66.750,0.86,0.82,0.14,0.06,2.58,1.70,0.74
67.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
67.250,0.86,0.82,0.14,0.06,2.58,1.70,0.74
67.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
67.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
68.000,0.87,0.81,0.14,0.05,2.58,1.70,0.74
68.250,0.86,0.82,0.14,0.06,2.58,1.70,0.74
68.500,0.87,0.81,0.14,0.06,2.58,1.70,0.74
68.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
69.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
69.250,0.86,0.82,0.14,0.06,2.58,1.70,0.74
69.500,0.86,0.82,0.14,0.05,2.58,1.70,0.74
69.750,0.86,0.81,0.14,0.06,2.58,1.70,0.74
70.000,0.86,0.82,0.14,0.06,2.58,1.70,0.74
70.250,0.87,0.81,0.14,0.06,2.58,1.70,0.74
70.500,0.86,0.81,0.14,0.06,2.58,1.70,0.74
70.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
71.000,0.87,0.81,0.14,0.06,2.58,1.70,0.74
71.250,0.86,0.82,0.14,0.06,2.58,1.70,0.74
71.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
71.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
72.000,0.87,0.81,0.14,0.06,2.58,1.70,0.74
72.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
72.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
72.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
73.000,0.86,0.81,0.14,0.06,2.58,1.70,0.74
73.250,0.86,0.81,0.14,0.06,2.58,1.70,0.74
73.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
73.750,0.87,0.81,0.14,0.06,2.58,1.70,0.74
74.000,0.86,0.82,0.14,0.06,2.58,1.70,0.74
74.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
74.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
74.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
75.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
75.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
75.500,0.86,0.82,0.14,0.06,2.58,1.70,0.74
75.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
76.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
76.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
76.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
76.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
77.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
77.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
77.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
77.750,0.86,0.82,0.14,0.06,2.58,1.70,0.74
78.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
78.250,0.86,0.82,0.14,0.06,2.58,1.70,0.74
78.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
78.750,0.86,0.82,0.14,0.06,2.58,1.70,0.74
79.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
79.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
79.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
79.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
80.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
80.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
80.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
80.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
81.000,0.86,0.82,0.14,0.06,2.58,1.70,0.74
81.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
81.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
81.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
82.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
82.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
82.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
82.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
83.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
83.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
83.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
83.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
84.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
84.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
84.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
84.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
85.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
85.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
85.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
85.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
86.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
86.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
86.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
86.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
87.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
87.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
87.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
87.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
88.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
88.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
88.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
88.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
89.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
89.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
89.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
89.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
90.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
90.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
90.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
90.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
91.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
91.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
91.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
91.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
92.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
92.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
92.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
92.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
93.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
93.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
93.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
93.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
94.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
94.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
94.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
94.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
95.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
95.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
95.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
95.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
96.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
96.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
96.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
96.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
97.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
97.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
97.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
97.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
98.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
98.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
98.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
98.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
99.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
99.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
99.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
99.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
100.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
100.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
100.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
100.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
101.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
101.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
101.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
101.750,0.87,0.82,0.14,0.06,2.58,1.70,0.74
102.000,0.87,0.82,0.14,0.06,2.58,1.70,0.74
102.250,0.87,0.82,0.14,0.06,2.58,1.70,0.74
102.500,0.87,0.82,0.14,0.06,2.58,1.70,0.74
