Electronic Nose Data Export
Sample Name,bismillah
Sample Type,Bunga Kenanga
Export Date,2025-12-11T04:00:01.046308
Mode,Auto FSM
Number of Points,1325

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
34.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
34.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
35.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
35.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
35.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
35.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
36.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
36.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
36.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
36.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
37.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
37.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
37.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
37.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
38.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
38.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
38.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
38.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
39.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
39.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
39.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
39.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
40.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
40.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
40.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
40.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
41.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
41.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
41.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
41.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
42.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
42.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
42.500,0.58,0.58,0.05,0.03,2.57,1.69,0.73
42.750,0.58,0.58,0.05,0.03,2.57,1.69,0.73
43.000,0.58,0.58,0.05,0.03,2.57,1.69,0.73
43.250,0.58,0.58,0.05,0.03,2.57,1.69,0.73
