Electronic Nose Data Export
Sample Name,Final-percobaan1-sedapmalam
Sample Type,Bunga Sedap Malam
Export Date,2025-12-11T06:08:57.776103
Mode,Auto FSM
Number of Points,1329

Time (s),GM-NO2 (Nitrogen Dioxide),GM-C2H5OH (Ethanol),GM-VOC (Volatile Org),GM-CO (Carbon Monoxide),MiCS-CO (Approximation),MiCS-Ethanol (Approximation),MiCS-VOC (Approximation)
34.000,0.82,0.81,0.19,0.03,2.57,1.69,0.73
34.250,0.82,0.81,0.19,0.03,2.57,1.69,0.73
34.500,0.82,0.80,0.19,0.03,2.57,1.69,0.73
34.750,0.82,0.81,0.19,0.03,2.57,1.69,0.73
35.000,0.82,0.80,0.19,0.03,2.57,1.69,0.73
35.250,0.82,0.80,0.19,0.03,2.57,1.69,0.73
35.500,0.82,0.80,0.19,0.03,2.57,1.69,0.73
35.750,0.81,0.80,0.19,0.03,2.56,1.68,0.73
36.000,0.81,0.80,0.19,0.03,2.57,1.69,0.73
36.250,0.81,0.80,0.19,0.03,2.57,1.69,0.73
36.500,0.81,0.80,0.19,0.03,2.57,1.69,0.73
36.750,0.80,0.80,0.18,0.03,2.57,1.69,0.73
37.000,0.80,0.79,0.18,0.03,2.56,1.68,0.73
37.250,0.80,0.79,0.18,0.03,2.57,1.69,0.73
37.500,0.80,0.79,0.18,0.03,2.57,1.69,0.73
37.750,0.80,0.79,0.18,0.03,2.57,1.69,0.73
38.000,0.80,0.79,0.18,0.03,2.57,1.69,0.73
38.250,0.79,0.79,0.18,0.03,2.57,1.69,0.73
38.500,0.79,0.79,0.18,0.03,2.57,1.69,0.73
38.750,0.79,0.79,0.18,0.03,2.57,1.69,0.73
39.000,0.79,0.79,0.17,0.03,2.57,1.69,0.73
39.250,0.79,0.78,0.17,0.03,2.57,1.69,0.73
39.500,0.79,0.78,0.17,0.03,2.57,1.69,0.73
39.750,0.79,0.78,0.17,0.03,2.57,1.69,0.73
40.000,0.79,0.78,0.17,0.03,2.57,1.69,0.73
40.250,0.79,0.78,0.17,0.03,2.57,1.69,0.73
40.500,0.79,0.78,0.17,0.03,2.57,1.69,0.73
40.750,0.78,0.78,0.17,0.03,2.57,1.69,0.73
41.000,0.78,0.78,0.17,0.03,2.56,1.68,0.73
41.250,0.78,0.78,0.17,0.03,2.56,1.68,0.73
41.500,0.78,0.78,0.17,0.03,2.57,1.69,0.73
41.750,0.78,0.78,0.17,0.03,2.56,1.68,0.73
42.000,0.78,0.78,0.17,0.03,2.56,1.68,0.73
42.250,0.78,0.78,0.17,0.03,2.56,1.68,0.73
42.500,0.78,0.78,0.17,0.03,2.56,1.68,0.73
42.750,0.78,0.78,0.16,0.03,2.56,1.68,0.73
43.000,0.78,0.78,0.16,0.03,2.57,1.69,0.73
43.250,0.78,0.77,0.16,0.03,2.57,1.69,0.73
43.500,0.78,0.77,0.16,0.03,2.57,1.69,0.73
43.750,0.78,0.77,0.16,0.03,2.57,1.69,0.73
44.000,0.78,0.77,0.16,0.03,2.57,1.69,0.73
44.250,0.78,0.77,0.16,0.03,2.56,1.68,0.73
44.500,0.78,0.77,0.16,0.03,2.56,1.68,0.73
